CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
2F62F1EC-3580-A101-4D31-9BACD399E7E8|201|57|81|119|70|5
0451D3F0-AB3B-E8E3-6B32-3DB395D46594|202|129|67|183|26|14
067B61D9-6A51-43F4-F953-9BD79E22E300|203|34|40|32|78|19
DB2A1D8B-A90F-6373-78B7-124775BD7690|204|134|134|148|1|14
6B6CDD2F-1F7C-9B3D-9A49-EF274E0DF121|205|183|200|176|91|9
01676768-C124-BCA5-E076-3AD49B92FB30|206|82|105|27|27|20
FC2406B3-35B4-F01D-3445-34E30C3179C9|207|195|193|52|24|18
5EAC5AA1-4A7E-159F-9083-25C3E342AA1D|208|171|138|112|44|2
A9C0142B-8B9A-59D6-AC91-DCD4171D7E73|209|193|32|89|51|6
77061984-C8F8-ABD6-1373-A5CA36E71D92|210|51|167|172|74|17
2F618A26-DEC9-1FF0-897D-AF4AF43B2559|211|177|32|141|27|15
52BB24B2-9ADA-4B0B-E729-5943C394136B|212|200|12|82|28|19
8F48552A-1B53-868A-1AD3-D35A67BCFBBB|213|12|67|102|16|1
2948F2C6-5C7B-4CD8-3D38-4798474EB151|214|128|28|21|13|6
DD3C7D90-3898-C9F7-ADF7-2861F90A7702|215|149|16|21|70|7
C2D40003-FBA0-7712-63B0-8F246DED0FB6|216|27|128|57|32|9
23E97B00-65B6-2A6A-D27A-EB0DEDFA0C6C|217|33|78|163|65|17
CB38708A-2909-98BF-2372-C49534C2C2F6|218|116|79|182|12|8
813B20E5-8209-77FC-2026-8366681839B3|219|92|11|169|28|10
3D5EC445-79A4-4FD8-C1D9-46E385A34247|220|197|131|63|23|8
8D067C8D-B4C9-441C-7341-1F1C1C0B495C|221|7|197|190|94|13
5D05CA47-A133-4411-38FC-64D32CAC04A2|222|114|85|133|14|7
D9027EAE-ED79-F5F1-764A-39DAB1B29DCD|223|152|132|147|37|8
80CC46A1-6319-D794-A60C-5267086BB19B|224|94|17|100|13|20
DF3857AC-2E47-037C-6F04-B2F8CAE81AFD|225|149|122|13|37|4
E98B1905-1EFE-C96F-ECD0-230D50DB9DC9|226|182|110|179|85|4
F8C20909-440E-14B5-C143-5F9B2CF28F10|227|130|40|15|74|17
1B4A9BA7-1898-7BDD-2E88-8D6E18D13482|228|175|120|126|86|4
E517C893-9650-4ECB-D5BD-F5900267DCF4|229|142|14|169|67|8
7E68E1BB-0B28-B23F-071F-B5A83C179262|230|96|61|24|86|2
7403C4EC-99EB-B001-E41E-B6034F2C817C|231|19|32|35|37|16
41D3091C-3562-3D57-4D45-DCB2FEAA8599|232|179|38|137|40|14
C5AD7872-081B-D495-4ECB-8B850002025E|233|142|8|130|32|1
02FA970E-AF54-1284-C216-2A84FDD4FDDD|234|90|59|199|87|16
22038736-126E-5323-F9C8-5EFFAF6DD440|235|3|72|177|3|11
94FBB9E4-70F1-85DA-BB22-2D0C26D0410B|236|109|7|32|33|16
54E6BFEA-9550-6141-DC48-DE2A81297BC3|237|44|170|132|75|18
2FE9305C-DE55-F589-BF38-3C50BAA0E4C8|238|11|44|68|5|1
743A427A-C7BD-9997-10C7-C4C4F67707D9|239|63|42|168|7|13
AB7110AF-7958-14AB-3123-541EE907D846|240|128|120|65|36|17
5250F45A-995B-744F-BDC4-568A4356648A|241|35|14|134|27|14
6CAE8154-D7FF-D8E1-0436-FF8504EF7121|242|64|23|11|70|9
F5B6E112-A1F6-0243-5E76-853DD8BBCA98|243|106|33|43|30|18
1F37A382-2F4B-0F7B-3B6D-2A1345933F17|244|5|22|38|56|6
42361991-3BB1-67E5-831F-862C1F733969|245|39|123|81|92|18
56E92B3A-E034-25E0-8046-5344B6AA6DFD|246|24|195|121|9|8
4D9C1C94-2BAE-D9E8-3614-A8961844DACF|247|51|91|130|44|14
E8A41A84-F6F9-A2FE-0068-B14A7056A2F9|248|60|61|88|70|2
10A3C3FA-C061-8597-0F7E-B8060AC9013F|249|139|2|107|36|5
BF93EA96-84B1-9A97-1A53-484A6BC098D5|250|21|127|63|48|1
4D88EF21-62CB-2BF7-9F58-F5BACCF37BAA|251|177|67|77|38|2
A97A6EA1-E328-81C4-0AE8-DF19299F4486|252|193|46|54|79|9
7301A4DD-E857-68CC-C717-6FEC4B1AECD2|253|162|159|171|45|10
92C4CD49-D1C9-EB35-3FA5-63E100E6C402|254|182|76|149|22|12
3F3C7F98-4C5C-FB8F-6983-541135E85030|255|168|99|84|82|8
E409BAE9-7993-2344-DBEF-E54EED0EFA5A|256|58|9|184|66|8
5E7763EA-104E-FC14-C3F1-0F30E3775385|257|181|29|82|19|9
2E56669E-4C7D-A8DC-462A-2366CFFD56E2|258|169|159|60|10|9
79257520-5CB0-33FC-15AF-6A31A24F795A|259|50|137|85|60|4
5CCE2530-23D6-0529-B643-F28B535897E0|260|8|171|95|35|18
80D3F8B6-53AC-E6E3-A964-7A03D8AFF168|261|13|170|152|100|4
55185B2E-06C1-B244-9689-A5743731E110|262|75|190|17|17|14
0C729B7E-9D81-2C44-DCDE-2F68A26D1378|263|88|61|90|16|8
E3CE8506-FD1F-C164-6C73-F81DF685E73E|264|40|98|47|34|7
