CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
A4A8ADEC-264C-3CB2-B112-11A6F8FDDF95|301|16|105|192|20|16
3495426D-3813-90F8-9A77-10DFFB48A563|302|191|177|161|23|3
5505584E-7E1B-8274-5288-B91C47A5957E|303|186|156|175|94|13
2D2A3F96-F9F6-68F8-D977-A3B52737F783|304|74|165|33|65|12
CCBD7D5B-A0C9-8794-ECB9-2763B01486AB|305|58|23|148|3|3
8ED8765B-12D4-E2AA-F283-70F6CA9362F6|306|58|194|119|15|16
8A268965-BA03-AF8C-16F9-7C43110A9F5F|307|126|4|197|33|10
F8600310-85C9-5920-7554-28D363BF8084|308|115|52|51|28|20
2C7AE913-439F-23F6-228D-28D75F85973E|309|143|195|102|76|18
BD0F63EF-8628-8FC8-77B6-4A0DA2689CD0|310|97|45|49|100|8
D96FE508-932B-518B-AA93-440F5F6B926D|311|72|1|152|98|12
6197D0D9-8B63-1227-8A9B-99867A653548|312|155|68|187|17|14
51CC56F5-FD57-0879-FD15-6685B6F85989|313|111|66|146|15|5
CAE9291D-473B-197C-C710-9757BBBF499E|314|151|129|140|38|10
1F347991-5FA4-E1A1-38C2-649B3242BB78|315|27|129|152|36|3
3B4993D6-C2E1-95EB-25AB-4039FD04B20A|316|199|152|187|4|20
646525F1-8BBA-1AEB-953C-37F1212EAE29|317|172|107|113|24|2
457A5F1E-3E17-3E26-1FFC-2B19F0003A8B|318|127|55|167|40|20
1C880581-21D3-DB4B-ED89-C91D29C1D009|319|165|148|34|50|1
AABADD19-2809-30B2-8064-952D22EC477D|320|100|26|189|72|4
DBA254B1-01C5-C8C9-8133-20FB74F29FDB|321|173|192|183|92|19
C1411D17-A486-8CD4-4225-3FF73AF37279|322|182|155|123|62|8
B92328EB-9F6D-9527-8269-E8246E9756D8|323|26|45|73|9|8
6C99245E-70DA-4C41-95C7-D7B3AE821371|324|149|113|47|18|4
5DE68825-D0F6-1662-E3F9-020ED97F1415|325|140|138|31|16|12
91DA6C0C-785A-8AA9-AF9E-4FBCD0E419CB|326|135|100|43|3|10
128CF891-6C20-B5D2-70CF-25AC499C35B1|327|117|83|152|58|12
63754B4C-1BB6-B29B-A4DB-6F8E3D1139FC|328|194|114|112|10|17
C73D02E3-DE61-AEB9-F88D-7FD86BD30BD8|329|75|179|40|31|8
E359EA58-33E7-840C-11A9-10F4CD47FEA0|330|145|127|156|8|14
C8242430-B2BD-AFEC-D32D-2138627C3B9F|331|164|111|97|23|12
01858724-6F25-C45F-6537-C8345E94DA97|332|13|115|125|48|7
62E64CBC-CB4D-1BCE-B3CE-56D572B59F5B|333|82|6|103|19|1
89E57519-83A6-BDDC-711A-A6DE96F40AEE|334|21|159|112|4|9
D7130C67-E67E-34F1-7686-0E6DC76DB3C6|335|59|45|193|7|20
666AD147-C6C5-1DD6-602E-1A45760A70EB|336|50|10|183|35|8
CADD2E4E-3EF4-0633-AF96-6009CF5BA26F|337|106|53|80|32|1
E299D232-1DF0-035F-D3DE-9BC7C2A939C1|338|93|107|28|87|5
887B98E6-E8CD-C175-7A8B-A9C14D5372A3|339|2|181|164|93|15
ABF51E56-5836-9FB4-5768-9298B133A146|340|110|163|44|54|16
F2629ECE-1496-C135-32C1-4A4EA21269DA|341|173|169|129|24|13
C082E75B-BCB5-ACE0-DDB8-790C0792CF6A|342|40|165|190|31|5
532893E5-71EB-3B7C-0740-7E4A000AF8CE|343|160|195|20|37|2
2063800B-FD0E-A9E4-2339-CC624E5A5D59|344|122|22|12|48|9
1993FAC8-8C83-2F88-6839-C2D6D0BEC300|345|183|196|155|13|5
C9CE18F5-88F2-1BE3-86E9-65325DA0F2A1|346|48|58|194|44|5
58E585A8-389F-0628-FFEE-015FDC6B2727|347|145|194|87|36|20
EA1325FC-F8EB-4D60-C10F-4E9F33918631|348|134|141|25|95|8
58FD9B94-601A-D1DC-B965-28E6E8A2E244|349|130|60|5|47|5
4D3F5EAB-F9AE-0E13-2470-4950D1C5AB44|350|86|100|69|59|11
C0C833D7-30BB-D326-8DB9-E0448D6C8686|351|120|123|134|31|10
494277A4-D05E-E509-55EB-F1A51B189D00|352|138|33|74|65|7
38249BD6-E3AE-9026-FC16-8CD70C4B4A41|353|73|16|162|11|18
825D1F96-AC17-27C2-8A91-F62FBB0DFFD2|354|182|51|100|20|13
B630DB14-9F2B-1350-1A93-A05B77F3F97B|355|83|163|35|18|16
7D922A81-3B6C-4290-3DBF-6C4376A00F22|356|200|14|159|8|2
FD826318-B0B9-5D63-3936-2F95978BD6AF|357|147|80|48|90|2
1976ED0D-8635-9470-E3F6-E65FC765F93F|358|38|29|113|9|7
ADE51C4D-F34D-22E5-7836-7B4EB8792ECC|359|168|146|155|47|12
C4FAA88D-7560-CD83-41C6-57AD1769A8BD|360|64|11|3|44|19
72E30EE3-C8AD-DB4F-0396-77EFF5E7D292|361|33|142|117|42|11
41E41D62-12BB-59B6-6719-E074254F3187|362|119|198|28|98|8
9B7948C1-1ABA-56DF-1F99-13FFE032EF52|363|198|156|59|72|19
5E3038B9-7087-826A-51A1-0FF6AA1F7C38|364|32|164|23|83|4
FEB6E591-0B21-5EE2-28CC-80202176DE32|365|70|129|9|54|16
DB4CA9A1-570F-2F09-BF73-F33026EE8BC2|366|133|159|103|11|18
0F617082-54A7-7386-EC91-3AE77878A37E|367|42|118|35|32|4
B2BFDFFB-CC5B-88CD-08A8-443187E8EC9E|368|146|165|148|77|4
BB6D8D5F-FE33-C5AF-8BA2-20617AA1F02E|369|195|157|115|79|20
1C64809F-DE30-E220-D165-28CD5912A2F8|370|155|75|83|71|19
EC4CC5BF-1F85-6D5F-0E58-E3D7CDF2826C|371|190|38|143|30|11
8B5B28B0-21C3-31F0-0EAE-2CB45ABC57BF|372|154|11|47|97|12
4EFCA360-58A1-335B-9699-ADDEC8C707BD|373|92|146|40|97|12
84D24D19-8436-745F-EFD1-1E722212833A|374|112|36|176|88|5
D8B7579E-ADC5-22B8-3E35-7B60EAF2C824|375|62|33|59|89|3
A78EFF88-8D85-0384-741E-8C5CE4802023|376|114|200|60|2|17
FA71A7CF-D498-7C35-2DB8-2741C02FEFA2|377|38|4|160|47|16
3517C824-56BB-0C55-DC1C-228CA4AE398B|378|27|106|144|74|16
C98BD737-0D40-8E62-5FBF-596BBD1C820F|379|176|61|146|56|4
B3B01DCE-800A-7C3C-7468-D7D9127DFFF8|380|7|61|16|66|2
CCC07DCD-C0F2-C33A-8AD0-B980AF4D501C|381|63|83|54|84|7
C31CAE83-BE09-19D1-8D15-C1AF3D72A097|382|174|77|162|44|6
F28316C9-3981-96CD-AE5F-9E785475A93E|383|128|191|104|40|20
71BA628F-357F-0080-8833-999E4249D41D|384|66|193|178|43|8
D428F7B5-E51F-EB0E-AB38-49EC74638C65|385|11|20|117|48|16
5B3DAE76-D983-C21E-0A29-68239FA006E5|386|78|128|101|50|3
B0CD317F-666F-070D-B55F-D1AA088D1809|387|34|143|80|85|2
74A763B7-F3D3-E24D-9923-ED00F4F6FFD7|388|188|143|86|15|8
8A401DF0-E964-0D28-20CA-21AA84D46385|389|81|144|199|22|5
548319AC-622E-7F74-9D70-4D5D4E2C8FF7|390|85|126|75|6|12
B3EDFD08-516B-9107-7343-1512BCAF0D5D|391|80|189|9|60|5
DBED8F10-A612-496E-6ADB-498D02667BD0|392|184|80|143|95|3
081D4D22-8267-BADF-A2F7-F5A4076AAD6E|393|181|119|163|89|12
84486CC6-2936-4D01-09D3-0908E226AD46|394|14|73|13|70|1
7D384AF5-6B4F-AF00-5EDD-1FE15570BCE3|395|28|57|194|5|19
5964F7FB-22F6-B3B3-92BD-32DF6227C277|396|6|200|47|81|13
4D3C7BEC-D342-7214-FA15-4DA9DB3D3AB5|397|8|46|50|11|8
60E9A5B1-3297-3D4F-C0CA-D697E658C5F0|398|105|114|130|84|7
E7E0B7B8-4DCE-CCB8-C719-6B6F1F2DE177|399|67|81|199|7|12
357A65CF-A1C4-05EA-B8D8-861AB67B4B20|400|131|152|179|28|7
