CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
5C60FC8B-5C3D-CE67-9C7E-E7889110655C|1|143|7|109|44|11
5B2F520D-C946-8C65-29B2-61C631C7D50C|2|160|139|47|59|9
2E029B1E-EF85-63DB-8645-0AEA3E7E821D|3|101|9|130|71|7
9F1F10B1-494A-58E5-7DBB-D59374170286|4|45|2|95|65|13
3191EDAC-9D75-DD18-26EC-557E7541BE35|5|66|17|38|69|10
70B3FA3E-066F-963B-27DC-9A8F5EDF1595|6|67|7|4|8|6
31AE18A3-AB4D-AE82-8535-DF226A84BBD3|7|172|49|76|40|17
00E15769-4823-A0E2-D139-89250772E816|8|65|31|169|72|6
8033DD19-C1E6-C1EB-B57E-2D7ED60E9F3E|9|50|68|152|88|10
87BAD8F7-687F-7AC0-8A75-3F4F338229DF|10|25|181|79|8|17
8C5328F9-BCE2-6F78-9EE9-334A1F0739E6|11|79|54|176|100|14
AA6F01BA-8A8C-3095-BBB0-7E5493576B49|12|110|124|62|25|6
7FD20D38-0A0B-D5EF-AE1A-2C998C766D55|13|79|6|28|31|15
DC5D4702-5D75-980E-A73B-2DDA5A8150BA|14|101|97|89|78|11
8503E45E-E638-7698-A072-4E0C2CEF3228|15|44|8|25|92|3
2F09CEAC-E143-FCE6-4D09-2263629AB71E|16|2|192|74|71|17
283CE84E-6842-FF3C-6792-B7DD75B28248|17|160|164|95|67|14
08D591B0-5B71-C6AA-E8FE-00C6FEB926D8|18|193|22|72|71|1
F78D9BA8-B49F-F5BD-4F0C-C74CC583C977|19|112|140|109|82|15
771C3BAF-B68D-EBC4-5867-F247201E9E11|20|71|100|184|99|12
196ACA9A-736F-A8F9-4D06-C62D1BABD81A|21|125|105|188|22|13
CC5A8210-1595-2501-5531-D9D05476F462|22|91|74|149|66|12
437353D9-2632-09A0-0D02-5064B21224C7|23|110|174|122|19|8
9798E20A-D013-F5B8-B57A-383DDE9CF6B0|24|13|115|58|8|3
1A61BDA8-4B22-865E-056F-B214F6A33700|25|18|54|44|10|13
215520CF-AC5D-5421-A554-422BEF032816|26|29|164|157|50|13
CEBCDF29-8CF9-C91D-C052-3D382C29D046|27|41|127|131|15|4
F00B2D82-562F-1221-C3EB-F4A6D808DFFF|28|27|189|198|43|10
32BFDEE4-E908-CB0F-0EA9-CB13E166F888|29|132|134|164|41|3
D087FAFD-6EAD-E6B9-BE54-7D9554390909|30|18|130|134|87|2
CB162908-5007-A924-3002-84BE06B17A8B|31|48|123|187|39|1
646D89A1-FF3E-66E3-FF0E-30255DE5AFCD|32|184|187|61|33|11
DBB46F23-05ED-8D7B-3592-B03A22608D24|33|65|64|191|51|11
606C7748-1D57-42BC-7405-0FB45C039AED|34|119|41|114|16|16
50A4C7C8-77E2-65AF-C17A-FC4AF97CCBE8|35|80|172|93|50|3
834EDB74-5003-B3CF-30E3-A7E4175DB9BA|36|24|75|31|64|17
F661FF31-379D-229F-8DDB-C197F4D13142|37|69|185|160|89|9
8B8EA9BF-5F14-5466-ABD0-6B87F30F1C4F|38|188|77|126|88|20
54C46B63-EA71-7FD2-01EE-90B1A3EBA1E1|39|150|117|88|73|11
1869F7AA-53BA-DC89-EB0B-959BDC99DE33|40|139|67|140|62|12
BD448ED1-99D7-2196-6BB3-F3E4FD2D3F29|41|111|8|177|59|15
269C2490-34EA-4437-2D94-339D59D0F45E|42|95|82|198|64|17
7AA0DE90-9F66-3828-59E6-9A2BCC1CD74A|43|130|74|148|26|3
670C6DC3-057C-2D64-0A70-CFEDEDD75309|44|119|67|75|55|2
B2EE39FE-DE08-E7D2-5CE9-E90E4D84751F|45|46|134|187|46|7
4666E680-1C09-7970-82BF-202D91C4BC94|46|111|88|185|11|5
F853581C-37E4-2549-14E3-3F0820EFB9F1|47|147|149|16|62|18
A68E3E73-D893-8FFC-EA24-641BEB3746A3|48|113|108|132|37|15
089FD4A3-E9D6-AC49-F7FF-615829D047D0|49|124|185|68|11|17
CF11BDD5-CACC-03A7-495D-150240030576|50|182|53|193|68|19
1BB49C79-7BEF-9B3D-6CE1-0256E5853F63|51|193|173|139|23|17
FA42862B-6A3A-C6D6-0CFA-C57698FD497F|52|17|72|25|26|9
5F166AF3-3EC9-3F50-451E-7AC039BCC9EF|53|176|194|98|25|9
096BCBC6-ED9C-7B28-3B64-F09D6A210D30|54|138|6|53|30|16
7E7EDF73-5E4C-B6BD-95EA-07F5C2AB60E0|55|195|100|24|41|8
6A62B829-A755-D0F1-E315-0E34A4BE75E5|56|27|152|8|88|13
0C88A786-575B-ABA1-758C-0198069B3066|57|195|138|116|23|6
1CF49C8D-2D84-C844-608B-9E335A567535|58|29|73|177|90|17
B335B3C5-1405-4847-0E3D-C50628612D79|59|143|194|187|86|7
3C23B4E9-8CFE-9049-164B-59B6C6750736|60|168|29|86|15|20
2FCF66EA-4316-A67B-2B08-7AC7C88A0C83|61|27|141|21|19|1
7F369BC2-BE86-ABEF-87B3-4CAEFF5923EE|62|36|194|179|82|14
235D75D8-7D8A-07E0-E58E-5D6DC6FA1177|63|96|123|37|38|17
A328B657-F98A-8559-DE61-4EBE8384DAD1|64|166|29|160|31|8
E5320390-0D66-242F-8C7A-9F7105635488|65|185|153|185|52|1
